NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2499,c_rent2999,c_rent3499,c_rent3500,med_rent,med_hhinc,year,state_fips,county_fips,tract_fips,FIPS_11_digit
"Census Tract 1101, Santa Cruz County, California",2464,1298,1242,0,0,0,62,0,11,0,0,0,0,0,27,29,46,0,83,20,183,268,324,69,120,0,0,1399.0,54137.0,2018,06,087,110100,06087110100
"Census Tract 1204, Santa Cruz County, California",2172,592,545,0,0,0,0,0,0,0,0,0,17,0,19,34,0,48,0,77,101,16,119,73,21,0,20,1192.0,92627.0,2018,06,087,120400,06087120400
"Census Tract 4, Trinity County, California",385,80,75,0,0,0,0,0,19,0,0,0,13,5,0,0,4,10,0,0,10,14,0,0,0,0,0,706.0,33958.0,2018,06,105,000400,06105000400
"Census Tract 2, Trinity County, California",995,237,213,0,0,0,0,0,0,0,0,0,2,53,0,15,5,15,21,35,42,19,0,6,0,0,0,879.0,41595.0,2018,06,105,000200,06105000200
"Census Tract 3, Trinity County, California",1353,496,453,17,0,0,28,16,81,0,14,0,0,15,0,43,0,0,129,91,0,0,19,0,0,0,0,810.0,29542.0,2018,06,105,000300,06105000300
"Census Tract 2060.10, Los Angeles County, California",1189,1066,1044,10,0,0,63,0,45,18,0,46,0,24,59,68,0,15,32,59,160,112,144,160,29,0,0,1130.0,38734.0,2018,06,037,206010,06037206010
"Census Tract 423.32, Orange County, California",2212,450,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,12,0,135,58,59,41,47,2103.0,120000.0,2018,06,059,042332,06059042332
"Census Tract 524.11, Orange County, California",1370,366,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,0,120,62,88,31,13,2161.0,85938.0,2018,06,059,052411,06059052411
"Census Tract 524.22, Orange County, California",2348,552,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,81,213,127,15,9,36,1816.0,130833.0,2018,06,059,052422,06059052422
"Census Tract 524.24, Orange County, California",1919,758,717,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18,82,313,256,0,0,27,1879.0,79770.0,2018,06,059,052424,06059052424
"Census Tract 421.06, Orange County, California",570,106,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,26,11,19,2827.0,115500.0,2018,06,059,042106,06059042106
"Census Tract 421.09, Orange County, California",2037,661,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,219,19,38,39,1989.0,82583.0,2018,06,059,042109,06059042109
"Census Tract 626.46, Orange County, California",2550,466,403,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0,27,12,39,206,34,26,10,0,1681.0,37988.0,2018,06,059,062646,06059062646
"Census Tract 632.01, Orange County, California",1629,1017,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,24,80,157,370,164,71,0,45,1756.0,72703.0,2018,06,059,063201,06059063201
"Census Tract 636.05, Orange County, California",1420,1227,1221,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,39,158,263,579,116,43,0,0,1610.0,49551.0,2018,06,059,063605,06059063605
"Census Tract 637.02, Orange County, California",1991,1524,1524,0,0,0,0,46,49,0,50,43,18,0,0,0,0,0,18,6,136,275,692,134,23,0,34,1587.0,57420.0,2018,06,059,063702,06059063702
"Census Tract 639.08, Orange County, California",2552,1828,1771,0,0,0,0,0,12,0,0,0,0,43,0,0,0,0,0,16,34,142,1001,472,34,9,8,1819.0,79423.0,2018,06,059,063908,06059063908
"Census Tract 741.08, Orange County, California",918,272,260,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,20,8,138,34,43,0,0,1808.0,78077.0,2018,06,059,074108,06059074108
"Census Tract 744.07, Orange County, California",1704,1357,1357,22,0,23,0,5,7,0,14,0,0,9,17,0,0,0,0,0,196,320,620,124,0,0,0,1553.0,42204.0,2018,06,059,074407,06059074407
"Census Tract 748.02, Orange County, California",1242,542,534,0,0,0,0,0,0,0,0,0,7,19,0,0,8,0,30,0,77,129,128,104,32,0,0,1494.0,54302.0,2018,06,059,074802,06059074802
"Census Tract 751, Orange County, California",2053,1184,1175,0,0,0,0,50,42,28,23,20,24,0,0,0,0,0,0,80,293,225,231,70,66,23,0,1281.0,53288.0,2018,06,059,075100,06059075100
"Census Tract 752.02, Orange County, California",1149,362,336,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,94,197,0,14,0,12,0,1320.0,69911.0,2018,06,059,075202,06059075202
"Census Tract 753.01, Orange County, California",1578,758,727,0,0,0,9,0,0,8,0,8,0,0,0,0,0,0,40,8,83,162,245,100,38,26,0,1593.0,67262.0,2018,06,059,075301,06059075301
"Census Tract 320.50, Orange County, California",1742,320,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,46,72,80,61,28,0,2128.0,130000.0,2018,06,059,032050,06059032050
"Census Tract 320.32, Orange County, California",983,91,53,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,19,13,0,0,,115841.0,2018,06,059,032032,06059032032
"Census Tract 320.35, Orange County, California",958,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,64,70,18,12,2611.0,105500.0,2018,06,059,032035,06059032035
"Census Tract 320.38, Orange County, California",2079,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,29,68,3501.0,138075.0,2018,06,059,032038,06059032038
"Census Tract 421.11, Orange County, California",2203,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,0,0,69,2468.0,141028.0,2018,06,059,042111,06059042111
"Census Tract 423.17, Orange County, California",1279,262,243,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,22,0,0,20,7,124,0,31,14,2192.0,119514.0,2018,06,059,042317,06059042317
"Census Tract 423.20, Orange County, California",2521,1298,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,61,503,616,33,50,0,2050.0,80926.0,2018,06,059,042320,06059042320
"Census Tract 423.25, Orange County, California",1521,455,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,235,75,18,7,2237.0,114816.0,2018,06,059,042325,06059042325
"Census Tract 524.08, Orange County, California",2181,409,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,92,120,100,56,2833.0,122538.0,2018,06,059,052408,06059052408
"Census Tract 12.02, Orange County, California",922,481,464,0,0,5,0,26,18,0,0,0,0,0,0,0,16,4,8,23,37,84,198,33,12,0,0,1528.0,65132.0,2018,06,059,001202,06059001202
"Census Tract 15.04, Orange County, California",1658,874,874,0,0,0,0,9,26,0,0,0,0,0,7,25,0,8,24,0,143,99,363,105,65,0,0,1632.0,81538.0,2018,06,059,001504,06059001504
"Census Tract 111.02, Orange County, California",1199,313,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,99,65,31,29,0,0,1438.0,72716.0,2018,06,059,011102,06059011102
"Census Tract 630.07, Orange County, California",3037,1171,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,49,53,235,317,310,67,103,2347.0,118325.0,2018,06,059,063007,06059063007
"Census Tract 744.05, Orange County, California",1618,1338,1338,0,0,0,0,0,0,0,0,0,0,0,0,41,20,30,56,194,491,307,152,47,0,0,0,1167.0,42098.0,2018,06,059,074405,06059074405
"Census Tract 8.04, San Bernardino County, California",1155,192,192,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,9,56,48,37,0,0,18,0,1286.0,88729.0,2018,06,071,000804,06071000804
"Census Tract 17.02, San Bernardino County, California",1800,768,750,0,0,0,0,0,0,0,0,9,24,0,0,6,0,0,0,12,47,179,327,116,30,0,0,1650.0,63162.0,2018,06,071,001702,06071001702
"Census Tract 24.01, San Bernardino County, California",2067,862,790,0,0,0,26,6,0,9,54,22,7,0,22,8,21,0,47,83,186,128,141,30,0,0,0,1121.0,47689.0,2018,06,071,002401,06071002401
"Census Tract 24.02, San Bernardino County, California",2078,888,888,0,0,0,0,0,0,0,0,0,0,0,9,0,0,33,50,157,280,215,91,30,23,0,0,1174.0,53324.0,2018,06,071,002402,06071002402
"Census Tract 37, San Bernardino County, California",1265,983,974,0,0,0,0,68,11,14,0,0,0,7,51,54,66,58,107,191,203,97,47,0,0,0,0,927.0,26488.0,2018,06,071,003700,06071003700
"Census Tract 46.01, San Bernardino County, California",2232,1008,999,0,0,0,0,0,0,0,0,48,0,43,0,0,0,0,0,0,231,329,277,71,0,0,0,1385.0,63566.0,2018,06,071,004601,06071004601
"Census Tract 47, San Bernardino County, California",1378,664,616,0,0,0,8,8,7,0,0,15,11,0,0,54,64,17,108,49,187,50,38,0,0,0,0,933.0,43000.0,2018,06,071,004700,06071004700
"Census Tract 48, San Bernardino County, California",809,471,465,0,0,0,0,0,0,13,0,0,13,16,0,30,0,0,38,76,125,121,31,2,0,0,0,1093.0,37435.0,2018,06,071,004800,06071004800
"Census Tract 51, San Bernardino County, California",2655,1064,1049,0,0,56,0,34,21,0,0,16,0,0,0,0,0,121,53,61,123,62,483,0,19,0,0,1409.0,50355.0,2018,06,071,005100,06071005100
"Census Tract 64.02, San Bernardino County, California",1306,792,785,0,0,0,0,20,0,33,8,38,0,30,11,21,86,12,46,68,250,122,40,0,0,0,0,1020.0,30000.0,2018,06,071,006402,06071006402
"Census Tract 84.02, San Bernardino County, California",2200,231,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,132,32,0,34,0,1818.0,85385.0,2018,06,071,008402,06071008402
"Census Tract 94, San Bernardino County, California",1381,1134,1127,0,0,0,19,17,19,57,55,49,161,101,83,160,48,133,70,62,78,0,15,0,0,0,0,651.0,18533.0,2018,06,071,009400,06071009400
"Census Tract 97.07, San Bernardino County, California",2992,806,806,0,0,0,0,0,28,0,0,12,0,0,43,0,13,37,86,136,144,114,182,11,0,0,0,1083.0,50000.0,2018,06,071,009707,06071009707
"Census Tract 97.08, San Bernardino County, California",1915,452,417,0,0,0,0,0,0,0,27,56,0,8,0,31,0,9,14,61,88,98,25,0,0,0,0,1007.0,44978.0,2018,06,071,009708,06071009708
"Census Tract 97.11, San Bernardino County, California",3126,696,696,0,0,0,0,0,0,0,0,124,16,43,45,0,0,9,27,80,5,142,92,0,113,0,0,1200.0,77757.0,2018,06,071,009711,06071009711
"Census Tract 97.14, San Bernardino County, California",1194,340,318,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,71,30,131,67,0,0,0,0,1324.0,48125.0,2018,06,071,009714,06071009714
"Census Tract 32, San Bernardino County, California",2112,600,532,0,0,0,0,25,0,0,0,0,0,0,26,0,20,0,24,25,120,157,135,0,0,0,0,1291.0,66828.0,2018,06,071,003200,06071003200
"Census Tract 100.04, San Bernardino County, California",2769,735,735,0,0,0,0,0,0,36,0,12,0,0,0,0,0,0,0,18,17,124,419,109,0,0,0,1692.0,95346.0,2018,06,071,010004,06071010004
"Census Tract 208.07, San Diego County, California",930,170,152,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,22,6,0,5,35,33,25,0,13,1929.0,93947.0,2018,06,073,020807,06073020807
"Census Tract 211, San Diego County, California",2452,736,611,2,6,4,3,4,0,60,4,3,30,2,3,2,43,2,57,62,259,2,16,33,0,14,0,1018.0,49231.0,2018,06,073,021100,06073021100
"Census Tract 213.03, San Diego County, California",2745,376,359,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,11,19,0,88,58,0,36,69,1906.0,134712.0,2018,06,073,021303,06073021303
"Census Tract 83.03, San Diego County, California",1419,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,45,63,35,49,0,35,1929.0,158427.0,2018,06,073,008303,06073008303
"Census Tract 83.06, San Diego County, California",1145,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,39,9,37,2936.0,146813.0,2018,06,073,008306,06073008306
"Census Tract 83.10, San Diego County, California",2322,409,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,18,16,96,185,3432.0,165395.0,2018,06,073,008310,06073008310
"Census Tract 83.29, San Diego County, California",3337,1772,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,428,810,311,123,48,2254.0,101717.0,2018,06,073,008329,06073008329
"Census Tract 83.40, San Diego County, California",4354,3401,3385,0,29,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,75,1096,1392,607,116,39,2166.0,99318.0,2018,06,073,008340,06073008340
"Census Tract 83.41, San Diego County, California",3459,2958,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,880,1330,385,205,19,2183.0,61437.0,2018,06,073,008341,06073008341
"Census Tract 83.50, San Diego County, California",2218,1131,1131,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,22,36,477,500,82,0,0,2017.0,103459.0,2018,06,073,008350,06073008350
"Census Tract 83.58, San Diego County, California",2284,784,735,0,0,0,0,0,0,0,0,0,13,0,37,0,0,0,0,0,65,68,157,261,115,19,0,2053.0,94237.0,2018,06,073,008358,06073008358
"Census Tract 86, San Diego County, California",2050,1291,1265,0,0,0,0,31,0,0,0,0,7,8,0,7,25,42,66,31,150,375,474,42,0,0,7,1427.0,47756.0,2018,06,073,008600,06073008600
"Census Tract 95.07, San Diego County, California",1368,534,518,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,28,0,0,191,198,71,12,10,2081.0,89464.0,2018,06,073,009507,06073009507
"Census Tract 90, San Diego County, California",1303,825,825,0,0,0,0,0,15,0,0,0,0,0,0,6,0,9,0,0,173,232,322,20,18,30,0,1476.0,63006.0,2018,06,073,009000,06073009000
"Census Tract 91.02, San Diego County, California",1879,1515,1515,10,15,29,0,9,46,54,25,56,0,16,0,0,6,18,0,51,58,245,674,197,6,0,0,1589.0,41683.0,2018,06,073,009102,06073009102
"Census Tract 93.01, San Diego County, California",1955,955,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,127,322,303,105,32,32,0,1512.0,68657.0,2018,06,073,009301,06073009301
"Census Tract 96.03, San Diego County, California",2713,1650,1636,0,0,0,0,0,0,0,0,0,0,16,0,15,20,0,0,42,323,368,574,251,12,0,15,1530.0,62220.0,2018,06,073,009603,06073009603
"Census Tract 98.04, San Diego County, California",1842,209,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,73,60,10,0,2349.0,97037.0,2018,06,073,009804,06073009804
"Census Tract 100.09, San Diego County, California",1702,1220,1209,0,0,0,10,18,30,30,0,0,49,24,8,9,21,0,30,176,416,289,44,55,0,0,0,1120.0,45269.0,2018,06,073,010009,06073010009
"Census Tract 101.07, San Diego County, California",1780,616,596,0,0,0,0,0,0,9,0,0,0,21,10,22,38,10,10,43,69,77,255,32,0,0,0,1464.0,64154.0,2018,06,073,010107,06073010107
"Census Tract 130, San Diego County, California",1801,908,892,0,0,0,0,124,8,0,9,0,0,0,0,0,0,0,0,59,144,236,225,66,11,10,0,1358.0,59173.0,2018,06,073,013000,06073013000
"Census Tract 133.12, San Diego County, California",773,205,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,133,18,8,0,0,1720.0,72434.0,2018,06,073,013312,06073013312
"Census Tract 133.13, San Diego County, California",4819,1034,1034,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,53,150,382,178,89,103,2308.0,112801.0,2018,06,073,013313,06073013313
"Census Tract 134.11, San Diego County, California",1612,231,224,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,49,46,25,87,0,2500.0,93077.0,2018,06,073,013411,06073013411
"Census Tract 28.01, Stanislaus County, California",1655,587,543,0,0,0,0,0,0,0,0,0,8,29,0,0,27,6,59,31,201,72,35,66,0,9,0,1139.0,63750.0,2018,06,099,002801,06099002801
"Census Tract 28.02, Stanislaus County, California",1823,513,367,0,0,0,0,0,0,0,0,0,0,25,20,0,23,0,125,53,60,11,26,0,0,0,24,892.0,53911.0,2018,06,099,002802,06099002802
"Census Tract 39.06, Stanislaus County, California",1985,1693,1683,0,0,0,29,19,31,0,19,21,0,22,15,9,72,84,389,374,491,45,40,0,0,23,0,935.0,33622.0,2018,06,099,003906,06099003906
"Census Tract 4.02, Stanislaus County, California",3498,816,736,0,0,16,0,14,15,17,0,0,0,0,0,11,0,52,29,0,107,300,131,24,20,0,0,1339.0,86102.0,2018,06,099,000402,06099000402
"Census Tract 4.04, Stanislaus County, California",2152,786,754,0,0,0,11,0,0,0,0,0,20,0,14,0,0,87,147,44,224,83,67,57,0,0,0,1060.0,58367.0,2018,06,099,000404,06099000404
"Census Tract 9.05, Stanislaus County, California",2048,774,752,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,85,30,177,218,132,28,72,0,0,1335.0,70687.0,2018,06,099,000905,06099000905
"Census Tract 9.08, Stanislaus County, California",1947,921,913,0,0,0,0,0,0,0,0,16,0,0,0,7,0,33,49,135,434,123,116,0,0,0,0,1125.0,51672.0,2018,06,099,000908,06099000908
"Census Tract 9.12, Stanislaus County, California",5682,1448,1359,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,38,76,213,219,552,175,0,0,0,1543.0,95000.0,2018,06,099,000912,06099000912
"Census Tract 20.02, Stanislaus County, California",1396,599,548,0,0,0,0,0,0,0,0,50,0,7,53,121,34,45,42,95,75,22,0,0,4,0,0,760.0,37689.0,2018,06,099,002002,06099002002
"Census Tract 23.02, Stanislaus County, California",1095,554,554,0,0,4,26,0,9,0,19,22,19,25,7,31,52,20,0,20,103,173,24,0,0,0,0,1056.0,31117.0,2018,06,099,002302,06099002302
"Census Tract 34, Stanislaus County, California",561,214,155,0,0,0,13,0,22,0,5,16,0,17,12,16,0,3,21,2,12,13,3,0,0,0,0,619.0,45391.0,2018,06,099,003400,06099003400
"Census Tract 37, Stanislaus County, California",1398,594,560,0,0,0,0,0,0,0,0,0,27,0,55,0,0,16,51,53,212,76,70,0,0,0,0,1092.0,48403.0,2018,06,099,003700,06099003700
"Census Tract 38.02, Stanislaus County, California",1657,1196,1196,0,12,0,23,60,9,23,0,30,21,8,50,39,64,111,250,61,265,145,25,0,0,0,0,859.0,31924.0,2018,06,099,003802,06099003802
"Census Tract 2.01, Stanislaus County, California",2220,897,876,41,12,0,0,68,35,0,11,21,0,55,0,0,11,0,55,70,282,46,107,62,0,0,0,1052.0,54632.0,2018,06,099,000201,06099000201
"Census Tract 8.07, Stanislaus County, California",1628,1139,1132,0,0,0,10,27,26,5,17,7,0,66,11,8,32,8,109,192,241,300,65,8,0,0,0,1050.0,43775.0,2018,06,099,000807,06099000807
"Census Tract 9.09, Stanislaus County, California",1748,920,886,0,0,19,0,24,0,0,0,15,0,17,9,22,22,32,103,39,302,77,189,7,9,0,0,1117.0,50658.0,2018,06,099,000909,06099000909
"Census Tract 10.01, Stanislaus County, California",2449,1317,1291,0,0,0,0,0,63,59,0,0,53,0,0,63,75,50,155,262,234,122,90,65,0,0,0,949.0,50683.0,2018,06,099,001001,06099001001
"Census Tract 39.07, Stanislaus County, California",2767,940,884,0,0,0,0,0,0,0,0,0,0,0,109,0,0,21,0,72,258,258,37,103,0,13,13,1233.0,67256.0,2018,06,099,003907,06099003907
"Census Tract 17, Stanislaus County, California",802,637,625,13,0,4,4,0,0,6,0,0,14,24,22,25,58,21,74,140,157,56,7,0,0,0,0,934.0,30811.0,2018,06,099,001700,06099001700
"Census Tract 18, Stanislaus County, California",915,764,764,0,0,5,13,48,24,37,16,22,40,71,48,65,31,84,30,85,72,32,41,0,0,0,0,695.0,25670.0,2018,06,099,001800,06099001800
"Census Tract 19, Stanislaus County, California",2013,590,590,0,0,0,0,0,0,0,0,0,0,0,0,59,38,0,14,114,168,154,43,0,0,0,0,1104.0,65996.0,2018,06,099,001900,06099001900
"Census Tract 26.03, Stanislaus County, California",893,301,298,0,0,0,0,0,0,0,0,1,0,0,18,0,0,4,6,26,127,73,43,0,0,0,0,1185.0,57969.0,2018,06,099,002603,06099002603
"Census Tract 27.02, Stanislaus County, California",1994,1055,1029,0,0,0,0,0,0,0,0,11,0,15,0,17,0,16,119,153,321,190,150,33,4,0,0,1143.0,50000.0,2018,06,099,002702,06099002702
"Census Tract 29.01, Stanislaus County, California",1599,531,401,0,0,0,0,0,6,24,27,2,2,31,6,47,14,5,51,28,65,71,8,14,0,0,0,872.0,59063.0,2018,06,099,002901,06099002901
"Census Tract 39.04, Stanislaus County, California",1745,930,887,0,0,9,0,48,11,49,0,0,8,18,24,30,21,24,181,79,189,102,71,23,0,0,0,926.0,49618.0,2018,06,099,003904,06099003904
"Census Tract 5.03, Merced County, California",610,311,199,0,0,0,0,0,6,0,4,11,2,7,9,0,35,6,36,22,38,16,7,0,0,0,0,854.0,50000.0,2018,06,047,000503,06047000503
"Census Tract 5.04, Merced County, California",1877,1053,954,0,0,0,0,0,0,0,0,14,38,97,0,37,143,86,138,177,206,13,5,0,0,0,0,845.0,44952.0,2018,06,047,000504,06047000504
"Census Tract 5.05, Merced County, California",1767,660,605,0,0,0,0,0,0,0,0,56,41,25,45,22,77,32,32,18,180,69,8,0,0,0,0,814.0,43905.0,2018,06,047,000505,06047000505
"Census Tract 7.01, Merced County, California",1002,651,651,16,0,0,4,13,5,5,10,0,17,20,24,60,54,78,62,84,127,66,6,0,0,0,0,831.0,36735.0,2018,06,047,000701,06047000701
"Census Tract 10.02, Merced County, California",4422,2509,2318,0,0,80,0,0,0,0,0,0,0,0,0,0,51,0,72,223,364,724,672,72,60,0,0,1377.0,68879.0,2018,06,047,001002,06047001002
"Census Tract 8.01, Merced County, California",1667,1071,1071,0,0,0,0,0,0,0,0,0,11,0,0,43,17,16,72,123,537,237,6,9,0,0,0,1118.0,52207.0,2018,06,047,000801,06047000801
"Census Tract 11.01, Merced County, California",2121,915,894,0,0,0,0,0,0,0,0,0,0,0,0,46,18,18,96,167,317,87,86,33,26,0,0,1080.0,66505.0,2018,06,047,001101,06047001101
"Census Tract 10.04, Merced County, California",1769,1550,1550,0,36,6,12,28,69,11,22,16,27,6,32,99,97,84,264,247,264,110,53,27,0,25,15,887.0,27824.0,2018,06,047,001004,06047001004
"Census Tract 3.01, Merced County, California",1452,651,593,0,0,7,0,0,0,0,0,0,35,26,50,7,8,42,58,7,203,79,71,0,0,0,0,1070.0,55136.0,2018,06,047,000301,06047000301
"Census Tract 3.03, Merced County, California",696,309,184,0,0,0,0,0,0,5,11,33,0,21,0,0,6,7,0,23,23,17,24,14,0,0,0,939.0,58542.0,2018,06,047,000303,06047000303
"Census Tract 7.02, Merced County, California",1798,241,212,0,0,0,0,0,0,0,27,0,46,23,14,0,0,17,1,0,20,40,24,0,0,0,0,636.0,96813.0,2018,06,047,000702,06047000702
"Census Tract 16.01, Merced County, California",1003,946,932,0,0,0,24,0,24,22,33,53,32,62,24,116,58,15,199,120,93,17,40,0,0,0,0,802.0,20929.0,2018,06,047,001601,06047001601
"Census Tract 22.01, Merced County, California",1986,1321,1286,0,18,0,42,36,46,27,46,44,7,27,52,60,65,69,122,235,258,95,37,0,0,0,0,885.0,30000.0,2018,06,047,002201,06047002201
"Census Tract 22.02, Merced County, California",2536,1262,1106,0,0,0,0,31,0,0,0,23,0,0,12,0,0,0,17,0,269,236,503,15,0,0,0,1463.0,52065.0,2018,06,047,002202,06047002202
"Census Tract 74.02, Sacramento County, California",2010,780,719,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,7,18,266,230,183,0,0,0,0,1308.0,46864.0,2018,06,067,007402,06067007402
"Census Tract 74.06, Sacramento County, California",2676,1205,1139,0,0,0,0,0,0,0,0,0,91,16,17,14,73,75,177,54,266,98,209,49,0,0,0,1049.0,49837.0,2018,06,067,007406,06067007406
"Census Tract 78.02, Sacramento County, California",1896,822,801,0,0,0,19,0,0,0,0,0,0,0,0,23,0,91,128,136,215,68,52,16,53,0,0,1004.0,79069.0,2018,06,067,007802,06067007802
"Census Tract 89.11, Sacramento County, California",838,555,555,0,0,11,17,12,6,0,0,5,0,0,0,36,62,42,74,53,124,49,50,0,14,0,0,924.0,37763.0,2018,06,067,008911,06067008911
"Census Tract 91.05, Sacramento County, California",996,421,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,40,67,138,75,0,0,0,0,1255.0,52143.0,2018,06,067,009105,06067009105
"Census Tract 95.04, Sacramento County, California",745,384,352,0,0,0,0,0,0,0,0,0,8,8,36,13,14,42,43,23,92,24,49,0,0,0,0,952.0,54628.0,2018,06,067,009504,06067009504
"Census Tract 96.16, Sacramento County, California",2054,548,548,0,0,0,11,0,0,0,0,0,0,0,0,0,16,56,47,0,45,130,181,15,0,0,47,1440.0,76148.0,2018,06,067,009616,06067009616
"Census Tract 70.01, Sacramento County, California",1152,602,568,0,0,0,10,29,0,0,13,0,0,16,0,0,37,10,77,108,165,72,10,21,0,0,0,985.0,50047.0,2018,06,067,007001,06067007001
"Census Tract 76.02, Sacramento County, California",2017,834,834,0,0,0,7,34,0,0,0,12,0,27,0,0,10,51,55,199,276,83,39,0,0,29,12,1020.0,55309.0,2018,06,067,007602,06067007602
"Census Tract 91.08, Sacramento County, California",1426,476,466,0,0,0,0,46,13,0,0,0,0,0,0,0,0,0,56,17,13,143,178,0,0,0,0,1404.0,78611.0,2018,06,067,009108,06067009108
